
SOAP Analysis Report Output for starlink_60_sats_26.orb,
Generated: Mon Jan 09 13:53:49 2023,
   10204.765,   11304.368,    1099.603,
   24633.993,   25802.945,    1168.952,
   39055.519,   46106.651,    7051.132,
   53499.300,   60587.692,    7088.393,
   67935.761,   75075.992,    7140.231,
   82393.775,   86400.000,    4006.225,
Is_True,          31.8918%,
Analysis,STARLINK-1804 - STARLINK-1394,
       Rise,         Set, Duration (s),
   86299.032,   86400.000,     100.968,
Is_True,           0.1169%,
Analysis,STARLINK-1804 - STARLINK-1905,
       Rise,         Set, Duration (s),
    6859.545,    7538.055,     678.510,
   53566.605,   54375.390,     808.785,
Is_True,           1.7214%,
Analysis,STARLINK-1804 - STARLINK-2483,
       Rise,         Set, Duration (s),
       0.000,    3474.862,    3474.862,
   60633.182,   73017.324,   12384.142,
Is_True,          18.3553%,
Analysis,STARLINK-1804 - STARLINK-1636,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-2370,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-1978,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-1338,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-2140,
       Rise,         Set, Duration (s),
    3398.446,    7243.975,    3845.529,
   17835.891,   21650.101,    3814.211,
   32280.800,   36041.783,    3760.983,
   46740.127,   50425.235,    3685.108,
Is_True,          17.4836%,
Analysis,STARLINK-1804 - STARLINK-2337,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-1669,
       Rise,         Set, Duration (s),
    7012.122,   10850.639,    3838.517,
   21212.395,   22076.078,     863.683,
Is_True,           5.4424%,
Analysis,STARLINK-1804 - STARLINK-2441,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-2031,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-3047,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-2167,
       Rise,         Set, Duration (s),
    6854.942,    7813.663,     958.722,
   21258.297,   22264.971,    1006.675,
   35679.378,   36698.801,    1019.422,
   50105.488,   54008.362,    3902.875,
   64548.559,   68423.321,    3874.763,
   78997.412,   82821.783,    3824.370,
Is_True,          16.8829%,
Analysis,STARLINK-1804 - STARLINK-1574,
       Rise,         Set, Duration (s),
    6711.673,    7788.445,    1076.772,
   21186.252,   22162.814,     976.562,
   35696.800,   36501.791,     804.991,
   50227.310,   50820.798,     593.489,
Is_True,           3.9952%,
Analysis,STARLINK-1804 - STARLINK-2519,
       Rise,         Set, Duration (s),
   35932.604,   36339.292,     406.687,
   49801.967,   50630.483,     828.516,
   61106.557,   61851.919,     745.362,
Is_True,           2.2923%,
Analysis,STARLINK-1804 - STARLINK-1814,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-1060,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-3716,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-2450,
       Rise,         Set, Duration (s),
    3507.151,    7246.062,    3738.911,
   17850.510,   21654.486,    3803.976,
   32218.474,   36042.222,    3823.748,
   46606.929,   50404.045,    3797.117,
   61021.789,   61878.093,     856.304,
   75456.966,   76201.435,     744.469,
Is_True,          19.4034%,
Analysis,STARLINK-1804 - STARLINK-1276,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-1540,
       Rise,         Set, Duration (s),
       0.000,     708.027,     708.027,
    7676.397,   14882.617,    7206.220,
   25184.899,   25940.706,     755.807,
Is_True,          10.0348%,
Analysis,STARLINK-1804 - STARLINK-2105,
       Rise,         Set, Duration (s),
       0.000,   35975.979,   35975.979,
   43231.204,   79187.899,   35956.695,
Is_True,          83.2554%,
Analysis,STARLINK-1804 - STARLINK-2692,
       Rise,         Set, Duration (s),
     458.791,    6707.812,    6249.021,
    9469.337,   21104.296,   11634.960,
   23907.129,   28764.843,    4857.714,
   29282.520,   42723.632,   13441.112,
   43248.341,   85040.331,   41791.990,
Is_True,          90.2486%,
Analysis,STARLINK-1804 - STARLINK-1355,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-2358,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-1804 - STARLINK-2585,
       Rise,         Set, Duration (s),
    6696.644,    7738.112,    1041.468,
   21128.886,   22016.242,     887.356,
   35647.574,   36210.049,     562.475,
Is_True,           2.8834%,
Analysis,STARLINK-1804 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
    2010.181,    5794.785,    3784.605,
    7818.317,   17401.045,    9582.728,
   25268.750,   34819.358,    9550.608,
   36899.517,   46429.123,    9529.606,
   48513.978,   52232.896,    3718.917,
   54322.320,   63672.961,    9350.641,
   67505.459,   75460.693,    7955.233,
   77581.212,   81267.904,    3686.692,
   83390.767,   86400.000,    3009.233,
Is_True,          69.6392%,
Analysis,STARLINK-1804 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,    5811.821,    5811.821,
    7839.836,   17399.753,    9559.917,
   19449.238,   23209.774,    3760.536,
   25267.003,   34835.990,    9568.987,
   36904.672,   46446.470,    9541.798,
   48531.081,   52246.839,    3715.759,
   54339.056,   63842.387,    9503.331,
   65950.748,   75472.851,    9522.103,
   77585.985,   81282.522,    3696.537,
   83399.688,   86400.000,    3000.312,
Is_True,          78.3346%,
Analysis,STARLINK-1804 - IOAG-North2,
       Rise,         Set, Duration (s),
    2008.620,    5805.664,    3797.045,
    7830.645,   17424.022,    9593.377,
   19467.593,   23227.530,    3759.936,
   25281.539,   34824.020,    9542.481,
   36896.928,   46433.539,    9536.611,
   48520.384,   52247.854,    3727.470,
   54338.588,   63864.647,    9526.059,
   65966.814,   75468.787,    9501.974,
   77582.327,   81264.927,    3682.601,
   83383.079,   86400.000,    3016.921,
Is_True,          76.0237%,
Analysis,STARLINK-1804 - IOAG-South1,
       Rise,         Set, Duration (s),
    1984.535,    5773.844,    3789.309,
    7802.781,   16783.661,    8980.880,
   19459.816,   23206.695,    3746.879,
   25264.246,   34798.270,    9534.025,
   36871.634,   46407.263,    9535.629,
   48494.541,   52218.235,    3723.694,
   54313.169,   58034.963,    3721.794,
   65955.406,   75443.022,    9487.615,
   77558.335,   81244.849,    3686.513,
   83364.781,   86400.000,    3035.219,
Is_True,          68.5666%,
Analysis,STARLINK-1804 - IOAG-South2,
       Rise,         Set, Duration (s),
    2012.677,    5783.800,    3771.122,
    7814.151,   17380.336,    9566.185,
   19428.551,   23185.176,    3756.625,
   25241.918,   34808.943,    9567.025,
   42710.864,   46424.309,    3713.445,
   48511.521,   52219.977,    3708.456,
   54313.869,   63824.212,    9510.343,
   65929.556,   75445.093,    9515.536,
   77562.719,   81264.164,    3701.445,
   83390.701,   86400.000,    3009.299,
Is_True,          69.2355%,
Analysis,STARLINK-2756 - STARLINK-3541,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-3196,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - FALCON 9 DEB5,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1971,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1098,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1635,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2493,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1443,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-3160,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1740,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-3306,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2608,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2580,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-3279,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2672,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2175,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2184,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1507,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2181,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2288,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2425,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1143,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1494,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2010,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1926,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-3068,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-3310,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1666,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1738,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1397,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1394,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1905,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2483,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1636,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2370,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1978,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1338,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2140,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2337,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1669,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2441,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2031,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-3047,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2167,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1574,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2519,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1814,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1060,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-3716,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2450,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1276,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1540,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2105,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2692,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-1355,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2358,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - STARLINK-2585,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - IOAG-North1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - IOAG-North2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - IOAG-South1,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-2756 - IOAG-South2,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3541 - STARLINK-3196,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3541 - FALCON 9 DEB5,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3541 - STARLINK-1971,
       Rise,         Set, Duration (s),
       0.000,     899.776,     899.776,
    9000.226,   24721.643,   15721.417,
   29278.347,   50371.650,   21093.303,
   54511.770,   66909.143,   12397.374,
   71690.857,   75009.150,    3318.293,
   77090.849,   86400.000,    9309.151,
Is_True,          72.6149%,
Analysis,STARLINK-3541 - STARLINK-1098,
       Rise,         Set, Duration (s),
      28.349,    9899.972,    9871.623,
   10968.991,   21599.775,   10630.783,
   28800.238,   57571.649,   28771.410,
   58050.020,   73771.653,   15721.634,
   75600.014,   82349.780,    6749.766,
Is_True,          83.0384%,
Analysis,STARLINK-3541 - STARLINK-1635,
       Rise,         Set, Duration (s),
       0.000,   28321.654,   28321.654,
   28828.353,   39571.641,   10743.289,
   43678.350,   54421.651,   10743.301,
   57628.347,   65559.151,    7930.804,
   70200.037,   75459.143,    5259.106,
   76050.005,   86400.000,   10349.995,
Is_True,          84.8937%,
Analysis,STARLINK-3541 - STARLINK-2493,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3541 - STARLINK-1443,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3541 - STARLINK-3160,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3541 - STARLINK-1740,
       Rise,         Set, Duration (s),
    3628.370,    7250.734,    3622.364,
   12633.647,   16734.139,    4100.492,
   25700.726,   29622.414,    3921.688,
   44177.582,   47172.419,    2994.837,
   50928.853,   56328.857,    5400.004,
