
SOAP Analysis Report Output for starlink_60_sats_4.orb,
Generated: Mon Jan 09 13:47:05 2023,
   79650.844,   85949.167,    6298.323,
Is_True,          73.3560%,
Analysis,STARLINK-3278 - STARLINK-2005,
       Rise,         Set, Duration (s),
       0.000,    6385.206,    6385.206,
    7452.242,   11672.733,    4220.491,
   15327.275,   24497.703,    9170.428,
   25564.785,   29560.236,    3995.451,
   33102.315,   36985.218,    3882.902,
   40414.747,   44297.729,    3882.982,
   47727.324,   51497.734,    3770.410,
   54814.772,   58585.261,    3770.489,
   61902.353,   67810.225,    5907.872,
   71014.764,   76928.013,    5913.249,
   80014.754,   85815.513,    5800.758,
Is_True,          65.6253%,
Analysis,STARLINK-3278 - STARLINK-3633,
       Rise,         Set, Duration (s),
       0.000,    8206.353,    8206.353,
   17775.739,   24749.943,    6974.205,
   25318.648,   42636.604,   17317.957,
   43988.066,   60181.342,   16193.276,
   63793.638,   74586.607,   10792.969,
   77968.667,   86281.337,    8312.670,
Is_True,          78.4692%,
Analysis,STARLINK-3278 - STARLINK-3091,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3278 - STARLINK-2361,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3278 - STARLINK-2598,
       Rise,         Set, Duration (s),
       0.000,    6728.049,    6728.049,
    7789.728,   17415.578,    9625.849,
   18359.436,   22590.529,    4231.093,
   26106.192,   35431.304,    9325.112,
   36359.487,   42840.529,    6481.042,
   43784.457,   47790.574,    4006.117,
   51096.932,   54985.269,    3888.337,
   58296.925,   62190.573,    3893.648,
   65384.428,   71528.061,    6143.633,
   74721.985,   78390.536,    3668.551,
   81456.174,   86400.000,    4943.826,
Is_True,          72.8417%,
Analysis,STARLINK-3278 - STARLINK-2218,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3278 - STARLINK-3198,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3278 - STARLINK-1649,
       Rise,         Set, Duration (s),
       0.000,    6840.556,    6840.556,
    7875.627,   17415.555,    9539.928,
   18675.793,   27899.224,    9223.431,
   31521.932,   35774.628,    4252.696,
   36343.669,   69503.037,   33159.368,
   72788.373,   85493.829,   12705.456,
Is_True,          87.6405%,
Analysis,STARLINK-3278 - STARLINK-2045,
       Rise,         Set, Duration (s),
       0.000,    3143.860,    3143.860,
    4162.986,   11361.653,    7198.667,
   20706.179,   35999.290,   15293.111,
   36225.011,   40718.857,    4493.846,
   44325.847,   60636.648,   16310.801,
   61763.357,   72899.111,   11135.754,
   76168.659,   86400.000,   10231.341,
Is_True,          78.4808%,
Analysis,STARLINK-3278 - STARLINK-1790,
       Rise,         Set, Duration (s),
    6525.586,    7536.912,    1011.326,
   17106.168,   42074.489,   24968.321,
   45793.651,   57481.340,   11687.690,
   58612.652,   71993.812,   13381.159,
   73012.675,   85724.167,   12711.493,
Is_True,          73.7963%,
Analysis,STARLINK-3278 - STARLINK-1665,
       Rise,         Set, Duration (s),
       0.000,   13831.326,   13831.326,
   14738.031,   24524.233,    9786.201,
   25656.158,   42968.864,   17312.706,
   43650.485,   47811.651,    4161.166,
   51306.178,   86400.000,   35093.822,
Is_True,          92.8070%,
Analysis,STARLINK-3278 - STARLINK-3745,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3278 - STARLINK-1069,
       Rise,         Set, Duration (s),
       0.000,    7199.949,    7199.949,
    7200.302,   86400.000,   79199.698,
Is_True,          99.9996%,
Analysis,STARLINK-3278 - STARLINK-3896,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3278 - STARLINK-2068,
       Rise,         Set, Duration (s),
     343.685,   10349.272,   10005.587,
   11384.424,   21374.535,    9990.112,
   21825.786,   31836.645,   10010.859,
   32400.544,   39256.308,    6855.765,
   40275.804,   63899.238,   23623.434,
   67056.135,   86400.000,   19343.865,
Is_True,          92.3954%,
Analysis,STARLINK-3278 - STARLINK-1899,
       Rise,         Set, Duration (s),
     338.387,   10686.653,   10348.266,
   11475.863,   21481.327,   10005.463,
   22393.652,   32056.344,    9662.692,
   32968.661,   42411.641,    9442.980,
   45675.853,   49943.856,    4268.003,
   50738.377,   57374.136,    6635.759,
   58168.653,   62206.336,    4037.683,
   65363.319,   69406.319,    4042.999,
   72563.368,   78856.312,    6292.944,
   79650.896,   85836.628,    6185.732,
Is_True,          82.0863%,
Analysis,STARLINK-3278 - STARLINK-2011,
       Rise,         Set, Duration (s),
       0.000,    4386.654,    4386.654,
   11025.863,   21037.011,   10011.148,
   21713.369,   39374.133,   17660.764,
   40275.737,   57031.363,   16755.626,
   60413.395,   64574.714,    4161.320,
   64913.244,   71543.830,    6630.586,
   72450.718,   85611.695,   13160.977,
Is_True,          84.2212%,
Analysis,STARLINK-3278 - STARLINK-3389,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3278 - STARLINK-3507,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3278 - STARLINK-2708,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3278 - STARLINK-2322,
       Rise,         Set, Duration (s),
       0.000,   25536.751,   25536.751,
   29700.847,   46681.337,   16980.490,
   52656.156,   63893.827,   11237.671,
   67500.846,   78074.122,   10573.276,
   81456.181,   86400.000,    4943.819,
Is_True,          80.1759%,
Analysis,STARLINK-3278 - STARLINK-2725,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3278 - STARLINK-1422,
       Rise,         Set, Duration (s),
     681.169,   24749.151,   24067.981,
   25312.862,   29806.335,    4493.473,
   38481.140,   43087.401,    4606.262,
   43313.131,   50393.828,    7080.697,
   51188.028,   86400.000,   35211.972,
Is_True,          87.3384%,
Analysis,STARLINK-3278 - STARLINK-1558,
       Rise,         Set, Duration (s),
       0.000,   18893.818,   18893.818,
   28018.635,   32287.281,    4268.646,
   32968.649,   47468.833,   14500.184,
   51075.889,   62543.861,   11467.972,
   65813.281,   76831.354,   11018.073,
   79988.350,   86400.000,    6411.650,
Is_True,          77.0374%,
Analysis,STARLINK-3278 - STARLINK-2347,
       Rise,         Set, Duration (s),
       0.000,    3481.314,    3481.314,
    7313.384,   17324.129,   10010.746,
   18225.874,   28124.203,    9898.328,
   28800.821,   35999.168,    7198.347,
   36675.783,   46124.162,    9448.378,
   49388.366,   53661.632,    4273.266,
   54338.297,   58611.644,    4273.348,
   61763.340,   65811.624,    4048.284,
   68963.358,   73006.348,    4042.990,
   76168.639,   82461.678,    6293.040,
   83025.753,   86400.000,    3374.247,
Is_True,          76.7851%,
Analysis,STARLINK-3278 - STARLINK-1337,
       Rise,         Set, Duration (s),
       0.000,   10006.331,   10006.331,
   10913.371,   21036.666,   10123.296,
   21831.135,   31611.628,    9780.493,
   34988.351,   39374.144,    4385.793,
   40163.389,   56924.105,   16760.717,
   60193.667,   64231.348,    4037.681,
   65031.153,   71436.609,    6405.456,
   74593.666,   78524.110,    3930.444,
   81563.354,   86400.000,    4836.646,
Is_True,          81.3274%,
Analysis,STARLINK-3278 - STARLINK-1606,
       Rise,         Set, Duration (s),
    7087.951,    7986.607,     898.656,
   17775.742,   18561.934,     786.193,
   27921.971,   32371.212,    4449.241,
   32400.879,   49253.047,   16852.168,
   55371.925,   68378.015,   13006.090,
   74046.964,   82440.574,    8393.610,
   85725.726,   86400.000,     674.274,
Is_True,          52.1530%,
Analysis,STARLINK-3278 - STARLINK-1233,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3278 - STARLINK-2652,
       Rise,         Set, Duration (s),
    6638.021,    7536.955,     898.935,
   17218.675,   42187.113,   24968.437,
   43763.397,   57481.330,   13717.933,
   63113.382,   83918.816,   20805.434,
Is_True,          69.8967%,
Analysis,STARLINK-3278 - IOAG-Equatorial,
       Rise,         Set, Duration (s),
       0.000,    3599.837,    3599.837,
    3937.713,   86400.000,   82462.287,
Is_True,          99.6089%,
Analysis,STARLINK-3278 - IOAG-North1,
       Rise,         Set, Duration (s),
       0.000,   25199.835,   25199.835,
   25425.145,   86400.000,   60974.855,
Is_True,          99.7392%,
Analysis,STARLINK-3278 - IOAG-North2,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3278 - IOAG-South1,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3278 - IOAG-South2,
       Rise,         Set, Duration (s),
       0.000,   86400.000,   86400.000,
Is_True,         100.0000%,
Analysis,STARLINK-3262 - STARLINK-3185,
       Rise,         Set, Duration (s),
    3499.653,    4130.741,     631.088,
   64767.472,   65243.567,     476.095,
Is_True,           1.2815%,
Analysis,STARLINK-3262 - STARLINK-3627,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3262 - STARLINK-2326,
       Rise,         Set, Duration (s),
   84137.034,   86400.000,    2262.966,
Is_True,           2.6192%,
Analysis,STARLINK-3262 - STARLINK-1543,
       Rise,         Set, Duration (s),
   53263.274,   54051.720,     788.446,
Is_True,           0.9126%,
Analysis,STARLINK-3262 - STARLINK-3513,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3262 - STARLINK-3561,
       Rise,         Set, Duration (s),
       0.000,    9546.448,    9546.448,
   12719.762,   21030.239,    8310.477,
   21719.758,   42973.232,   21253.474,
   43201.766,   51973.235,    8771.469,
   56983.019,   64291.981,    7308.962,
   65983.015,   71991.204,    6008.189,
   72000.036,   86400.000,   14399.964,
Is_True,          87.4988%,
Analysis,STARLINK-3262 - STARLINK-1906,
       Rise,         Set, Duration (s),
   57360.983,   57695.847,     334.864,
   82332.853,   82927.260,     594.407,
Is_True,           1.0755%,
Analysis,STARLINK-3262 - STARLINK-3666,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3262 - STARLINK-1680,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3262 - STARLINK-1195,
       Rise,         Set, Duration (s),
       0.000,    2840.505,    2840.505,
    4668.750,   17071.874,   12403.124,
   18900.114,   31415.514,   12515.400,
   33243.862,   45843.614,   12599.751,
   47672.037,   60356.090,   12684.053,
   62212.521,   74952.983,   12740.462,
   76809.523,   84740.541,    7931.018,
Is_True,          85.3175%,
Analysis,STARLINK-3262 - STARLINK-3859,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3262 - FALCON 9 DEB19,
       Rise,         Set, Duration (s),
       0.000,    4816.783,    4816.783,
    7208.847,   12430.340,    5221.493,
   14485.396,   46799.615,   32314.220,
   48721.976,   53506.700,    4784.724,
   55920.726,   64778.796,    8858.070,
   67781.773,   75599.972,    7818.199,
   78192.375,   86400.000,    8207.625,
Is_True,          83.3578%,
Analysis,STARLINK-3262 - STARLINK-2278,
       Rise,         Set, Duration (s),
   31390.542,   35765.092,    4374.550,
   36406.124,   74682.970,   38276.846,
Is_True,          49.3650%,
Analysis,STARLINK-3262 - STARLINK-2323,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3262 - STARLINK-1631,
       Rise,         Set, Duration (s),
   50381.922,   50805.792,     423.869,
   61075.221,   61706.609,     631.388,
   71965.116,   72410.979,     445.863,
Is_True,           1.7374%,
Analysis,STARLINK-3262 - STARLINK-2569,
       Rise,         Set, Duration (s),
    9683.940,   27870.086,   18186.145,
   29040.971,   50377.000,   21336.029,
   50858.938,   74685.816,   23826.878,
   76579.251,   86116.961,    9537.710,
Is_True,          84.3597%,
Analysis,STARLINK-3262 - STARLINK-1534,
       Rise,         Set, Duration (s),
       0.000,   19351.408,   19351.408,
Is_True,          22.3975%,
Analysis,STARLINK-3262 - STARLINK-2409,
       Rise,         Set, Duration (s),
Is_True,           0.0000%,
Analysis,STARLINK-3262 - STARLINK-1736,
       Rise,         Set, Duration (s),
   17638.977,   18167.428,     528.451,
   28783.042,   29253.929,     470.887,
   53896.999,   54158.867,     261.868,
Is_True,           1.4597%,
Analysis,STARLINK-3262 - STARLINK-2613,
       Rise,         Set, Duration (s),
    2970.989,   10477.396,    7506.407,
